svace_severity,svace_checker,file,svace_line,class_name,anchor_status,status,state,verdict_kind,red_verified,green_verified,prove_attempts,test_path,pr_title,verdict_text
Minor,FB.EI_EXPOSE_REP,org/owasp/webgoat/container/users/WebGoatUser.java,32.0,WebGoatUser,exact,false_positive,false_positive,false-positive,False,False,2,src/test/java/org/owasp/webgoat/container/users/WebGoatUserFsmProofTest.java,Fix FB.EI_EXPOSE_REP warning in WebGoatUser,"The marker claims a getter exposes mutable internal state, but line 32 is a constructor (`public WebGoatUser(String username, String password)`), not a getter. The class only stores `String` values and a `User` object, both of which are effectively immutable in this context, and no method returns a "
Minor,UNUSED_VALUE,org/owasp/webgoat/lessons/authbypass/AccountVerificationHelper.java,36.0,AccountVerificationHelper,exact,unprovable,unprovable,unprovable,False,False,1,src/test/java/org/owasp/webgoat/lessons/authbypass/AccountVerificationHelperFsmProofTest.java,Fix authentication bypass in AccountVerificationHelper,"The static analyzer correctly identifies that the assignment `likely = true;` at line 36 is a dead store. The subsequent `if-else` block unconditionally reassigns `likely` based on exact answer matches, completely overwriting the earlier size-check result before the method returns. Because this redu"
Minor,FB.EI_EXPOSE_REP2,org/owasp/webgoat/lessons/authbypass/VerifyAccount.java,38.0,VerifyAccount,exact,false_positive,false_positive,false-positive,False,False,2,src/test/java/org/owasp/webgoat/lessons/authbypass/VerifyAccountFsmProofTest.java,FB.EI_EXPOSE_REP2 at VerifyAccount.java:38,"The assignment this.userSessionData = userSessionData; at line 38 is flagged because the analyzer expects a defensive copy, but the parameter is exclusively injected by the Spring IoC container. The field is final, private, and has no public accessor, so no external caller can obtain a reference to "
Minor,PROC_USE.VULNERABLE,org/owasp/webgoat/lessons/challenges/challenge1/Assignment1.java,36.0,Assignment1,exact,false_positive,false_positive,false-positive,False,False,2,src/test/java/org/owasp/webgoat/lessons/challenges/challenge1/Assignment1FsmProofTest.java,PROC_USE.VULNERABLE at Assignment1.java:36,"The method completed exclusively performs string comparisons against hardcoded values and returns an AttackResult object. There are no invocations of Runtime.exec, ProcessBuilder, or any other process-launching APIs within the provided scope. The checker's claim that a process is launched from exter"
Normal,UNREACHABLE_CODE,org/owasp/webgoat/lessons/challenges/challenge1/Assignment1.java,40.0,Assignment1,exact,unprovable,unprovable,unprovable,False,False,1,src/test/java/org/owasp/webgoat/lessons/challenges/challenge1/Assignment1FsmProofTest.java,Remove unreachable else-if branch in Assignment1,"The checker correctly identifies that the `else if (passwordCorrect)` branch is statically unreachable because `ipAddressKnown` is hardcoded to `true`, causing the initial `if (passwordCorrect && ipAddressKnown)` guard to capture every valid password case. This results in dead code that stems from a"
Major,FB.DMI_RANDOM_USED_ONLY_ONCE,org/owasp/webgoat/lessons/challenges/challenge1/ImageServlet.java,21.0,ImageServlet,no-method,false_positive,false_positive,false-positive,False,False,2,src/test/java/org/owasp/webgoat/lessons/challenges/challenge1/ImageServletFsmProofTest.java,Fix DMI_RANDOM_USED_ONLY_ONCE in ImageServlet,"The marker flags the expression `new Random().nextInt(10000)` used to initialize the `PINCODE` field. Because `PINCODE` is declared `static final`, this constructor call executes exactly once per classloader during class initialization, rather than repeatedly inside a method or loop. The checker's c"
Minor,FB.PREDICTABLE_RANDOM,org/owasp/webgoat/lessons/challenges/challenge1/ImageServlet.java,21.0,ImageServlet,no-method,by_design,by_design,by-design,False,False,2,src/test/java/org/owasp/webgoat/lessons/challenges/challenge1/ImageServletFsmProofTest.java,Fix predictable random number generation in ImageServlet,"The marker correctly identifies that java.util.Random is predictable, but this is a deliberate design choice for WebGoat, an intentionally vulnerable training application. The PINCODE field at line 21 generates a value for Challenge 1, a CTF-style exercise where students must locate or brute-force t"
Minor,FB.EI_EXPOSE_REP2,org/owasp/webgoat/lessons/challenges/challenge5/Assignment5.java,26.0,Assignment5,no-method,false_positive,false_positive,false-positive,False,False,2,src/test/java/org/owasp/webgoat/lessons/challenges/challenge5/Assignment5FsmProofTest.java,FB.EI_EXPOSE_REP2 at Assignment5.java:26,"The marker flags the Lombok-generated constructor for storing LessonDataSource and Flags directly, claiming an encapsulation violation. This is a false positive because these fields are Spring-managed beans injected via dependency injection, not arbitrary externally supplied objects. Spring acts as "
Critical,TAINTED_PTR,org/owasp/webgoat/lessons/challenges/challenge5/Assignment5.java,44.0,Assignment5,exact,verified,pr_rejected,true-positive,True,True,2,src/test/java/org/owasp/webgoat/lessons/challenges/challenge5/Assignment5FsmProofTest.java,PR rejected,"CONFIRMED by execution — JUnit test `src/test/java/org/owasp/webgoat/lessons/challenges/challenge5/Assignment5FsmProofTest.java` on JDK 25 goes red before the change and green after — but NOT proposed upstream. WebGoat is an intentionally vulnerable training application, and this challenge is specif"
Major,HANDLE_LEAK,org/owasp/webgoat/lessons/challenges/challenge5/Assignment5.java,44.0,Assignment5,exact,unprovable,unprovable,unprovable,False,False,3,src/test/java/org/owasp/webgoat/lessons/challenges/challenge5/Assignment5FsmProofTest.java,Fix resource leak for PreparedStatement and ResultSet in Assignment5,"The static analyzer flags the PreparedStatement and ResultSet as unclosed, but the enclosing try-with-resources block on connection guarantees cleanup. According to the JDBC specification, closing a Connection automatically closes all associated Statement and ResultSet objects. Therefore, no resourc"
Minor,FB.OBL_UNSATISFIED_OBLIGATION,org/owasp/webgoat/lessons/challenges/challenge5/Assignment5.java,44.0,Assignment5,exact,unprovable,unprovable,unprovable,False,False,3,src/test/java/org/owasp/webgoat/lessons/challenges/challenge5/Assignment5FsmProofTest.java,Fix resource leak by closing PreparedStatement and ResultSet,"The marker flags an unclosed stream obligation, but the try-with-resources statement on connection at line 44 guarantees that the database connection is closed on every exit path, including exceptions. Standard JDBC drivers implicitly close any PreparedStatement and ResultSet instances associated wi"
Minor,FB.ODR_OPEN_DATABASE_RESOURCE,org/owasp/webgoat/lessons/challenges/challenge5/Assignment5.java,44.0,Assignment5,exact,unprovable,unprovable,unprovable,False,False,3,src/test/java/org/owasp/webgoat/lessons/challenges/challenge5/Assignment5FsmProofTest.java,Fix JDBC resource leak in Assignment5,"The marker flags the PreparedStatement and ResultSet as leaked, but both are instantiated within a try-with-resources block that explicitly manages the parent Connection. According to the JDBC specification, closing a Connection automatically closes all statements and result sets derived from it. Be"
Minor,FB.OBL_UNSATISFIED_OBLIGATION,org/owasp/webgoat/lessons/challenges/challenge5/Assignment5.java,50.0,Assignment5,exact,unprovable,unprovable,unprovable,False,False,3,src/test/java/org/owasp/webgoat/lessons/challenges/challenge5/Assignment5FsmProofTest.java,Fix resource leak by closing PreparedStatement and ResultSet,"The marker claims that a resource obligation is unfulfilled, but the try-with-resources construct on connection ensures connection.close() is called on all control-flow paths, including the early return statements inside the block. According to the JDBC specification, closing a Connection automatica"
Minor,FB.EI_EXPOSE_REP2,org/owasp/webgoat/lessons/challenges/challenge7/Assignment7.java,60.0,Assignment7,exact,false_positive,false_positive,false-positive,False,False,2,src/test/java/org/owasp/webgoat/lessons/challenges/challenge7/Assignment7FsmProofTest.java,Fix EI_EXPOSE_REP2 warning in Assignment7 constructor,"The marker FB.EI_EXPOSE_REP2 specifically targets constructors or setters that store references to externally supplied mutable objects without defensive copying. Line 60, however, declares a Spring MVC @GetMapping controller method resetPassword, which is neither a constructor nor a setter. Addition"
Normal,NO_CATCH.LIBRARY,org/owasp/webgoat/lessons/challenges/challenge7/MD5.java,53.0,MD5,exact,false_positive,false_positive,false-positive,False,False,2,src/test/java/org/owasp/webgoat/lessons/challenges/challenge7/MD5FsmProofTest.java,NO_CATCH.LIBRARY at MD5.java:53,"The marker claims MD5.getHashString throws an unhandled exception, but the invocation is enclosed in a try block with a catch (IOException x) clause that explicitly handles the exception by printing its message to stderr. Since IOException is the only checked exception declared by getHashString, and"
Minor,FB.PATH_TRAVERSAL_IN,org/owasp/webgoat/lessons/challenges/challenge7/MD5.java,53.0,MD5,exact,verified,needs_review,needs-review,True,True,1,src/test/java/org/owasp/webgoat/lessons/challenges/challenge7/MD5FsmProofTest.java,Fix path traversal vulnerability in MD5.getHashString(File),"CONFIRMED by execution, but the RESULT IS NOT TRUSTWORTHY AS IT STANDS and a human must look before anything is proposed. JUnit test `src/test/java/org/owasp/webgoat/lessons/challenges/challenge7/MD5FsmProofTest.java` on JDK 25 flipped red to green, however: ⚠ FIX SKEPTIC (over-fit): The fix uses a "
Major,FB.ICAST_INTEGER_MULTIPLY_CAST_TO_LONG,org/owasp/webgoat/lessons/challenges/challenge7/MD5.java,297.0,MD5,exact,verified,pr_ready,true-positive,True,True,1,src/test/java/org/owasp/webgoat/lessons/challenges/challenge7/MD5FsmProofTest.java,Fix integer overflow in MD5 bit count calculation for large inputs,"CONFIRMED, and fixed. JUnit test `src/test/java/org/owasp/webgoat/lessons/challenges/challenge7/MD5FsmProofTest.java` on JDK 25 fails on the unpatched code and passes after the recorded change, so the marker describes a real defect and the fix addresses it. Root cause: The expression 'length << 3' i"
Minor,FB.DM_DEFAULT_ENCODING,org/owasp/webgoat/lessons/challenges/challenge7/MD5.java,376.0,MD5,exact,by_design,by_design,by-design,False,True,2,src/test/java/org/owasp/webgoat/lessons/challenges/challenge7/MD5FsmProofTest.java,Fix MD5 hash to use UTF-8 encoding instead of platform default,"The static analyzer correctly identifies that `s.getBytes()` relies on `Charset.defaultCharset()`, making the MD5 output environment-dependent. However, this is a deliberate implementation choice within WebGoat, a security training application. The Javadoc explicitly documents this behavior (""conver"
Minor,FB.PREDICTABLE_RANDOM,org/owasp/webgoat/lessons/challenges/challenge7/PasswordResetLink.java,18.0,PasswordResetLink,exact,verified,needs_review,needs-review,True,True,1,src/test/java/org/owasp/webgoat/lessons/challenges/challenge7/PasswordResetLinkFsmProofTest.java,Fix predictable random seed for admin password reset links,"CONFIRMED by execution, but the RESULT IS NOT TRUSTWORTHY AS IT STANDS and a human must look before anything is proposed. JUnit test `src/test/java/org/owasp/webgoat/lessons/challenges/challenge7/PasswordResetLinkFsmProofTest.java` on JDK 25 flipped red to green, however: ⚠ FIX SKEPTIC (over-fit): T"
Major,FB.DMI_RANDOM_USED_ONLY_ONCE,org/owasp/webgoat/lessons/challenges/challenge7/PasswordResetLink.java,21.0,PasswordResetLink,exact,verified,pr_rejected,true-positive,True,True,1,src/test/java/org/owasp/webgoat/lessons/challenges/challenge7/PasswordResetLinkFsmProofTest.java,PR rejected,CONFIRMED by execution — JUnit test `src/test/java/org/owasp/webgoat/lessons/challenges/challenge7/PasswordResetLinkFsmProofTest.java` on JDK 25 goes red before the change and green after — but NOT proposed upstream. WebGoat challenges intentionally use predictable randomness for reproducible gradin
Minor,FB.EI_EXPOSE_REP2,org/owasp/webgoat/lessons/chromedevtools/NetworkDummy.java,30.0,NetworkDummy,exact,false_positive,false_positive,false-positive,False,False,2,src/test/java/org/owasp/webgoat/lessons/chromedevtools/NetworkDummyFsmProofTest.java,Suppress EI_EXPOSE_REP2 warning for LessonSession constructor,"The marker incorrectly targets line 30 inside completed(), which only reads lessonSession.getValue(""randValue"") and performs no assignment or state exposure. The underlying FB.EI_EXPOSE_REP2 warning likely stems from a constructor assignment like this.lessonSession = lessonSession, but LessonSession"
Minor,FB.EI_EXPOSE_REP,org/owasp/webgoat/lessons/cia/CIAQuiz.java,58.0,CIAQuiz,exact,verified,pr_ready,true-positive,True,True,1,src/test/java/org/owasp/webgoat/lessons/cia/CIAQuizFsmProofTest.java,Fix encapsulation violation in CIAQuiz.getResults(),"CONFIRMED, and fixed. JUnit test `src/test/java/org/owasp/webgoat/lessons/cia/CIAQuizFsmProofTest.java` on JDK 25 fails on the unpatched code and passes after the recorded change, so the marker describes a real defect and the fix addresses it. Root cause: The getResults() method returns a direct ref"
Minor,FB.PATH_TRAVERSAL_IN,org/owasp/webgoat/lessons/clientsidefiltering/Salaries.java,42.0,Salaries,exact,false_positive,false_positive,false-positive,False,False,2,src/test/java/org/owasp/webgoat/lessons/clientsidefiltering/SalariesFsmProofTest.java,Fix path traversal warning in Salaries.java,"The static analyzer incorrectly flags webGoatHomeDirectory as attacker-controlled input, but it is actually a trusted Spring configuration property injected via @Value(""${webgoat.user.directory}"") at application startup. Path traversal vulnerabilities require untrusted runtime data to flow into path"
Major,FB.RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,org/owasp/webgoat/lessons/clientsidefiltering/Salaries.java,44.0,Salaries,exact,unprovable,unprovable,unprovable,False,False,2,src/test/java/org/owasp/webgoat/lessons/clientsidefiltering/SalariesFsmProofTest.java,Fix ignored return value of mkdir() in Salaries.java,"The checker correctly flags that targetDirectory.mkdir() returns a boolean indicating success, which is ignored here. However, this is a stylistic code smell rather than a functional defect. If mkdir() fails, the subsequent new FileOutputStream(new File(targetDirectory, ""employees.xml"")) will throw "
Minor,FB.PATH_TRAVERSAL_IN,org/owasp/webgoat/lessons/clientsidefiltering/Salaries.java,59.0,Salaries,exact,false_positive,false_positive,false-positive,False,False,2,src/test/java/org/owasp/webgoat/lessons/clientsidefiltering/SalariesFsmProofTest.java,Normalize file path in Salaries.java to fix path traversal warning,"The marker flags `new File(webGoatHomeDirectory, ""ClientSideFiltering/employees.xml"")` as a potential path traversal sink. However, `webGoatHomeDirectory` is populated exclusively via the Spring `@Value(""${webgoat.user.directory}"")` annotation, which reads from application configuration properties r"
Minor,FB.UC_USELESS_OBJECT,org/owasp/webgoat/lessons/clientsidefiltering/Salaries.java,64.0,Salaries,exact,unprovable,unprovable,unprovable,False,False,1,src/test/java/org/owasp/webgoat/lessons/clientsidefiltering/SalariesFsmProofTest.java,Fix useless object creation in Salaries.invoke(),"The marker correctly identifies that the HashMap allocated at line 64 is immediately overwritten by a new instance inside the loop when i=0, making the initial allocation dead code. Because this is a redundant initialization rather than a functional defect, it does not alter the method's output or r"
Major,FB.DMI_RANDOM_USED_ONLY_ONCE,org/owasp/webgoat/lessons/cryptography/CryptoUtil.java,42.0,CryptoUtil,exact,false_positive,false_positive,false-positive,False,False,2,src/test/java/org/owasp/webgoat/lessons/cryptography/CryptoUtilFsmProofTest.java,Fix DMI_RANDOM_USED_ONLY_ONCE by reusing SecureRandom instance,"The checker flags java.util.Random instantiated and used once, but the code explicitly instantiates java.security.SecureRandom on line 42. SecureRandom draws from OS-level entropy sources and is cryptographically secure, meaning its output is not deterministic or predictable from a seed like java.ut"
Minor,FB.DM_DEFAULT_ENCODING,org/owasp/webgoat/lessons/cryptography/EncodingAssignment.java,26.0,EncodingAssignment,exact,unprovable,unprovable,unprovable,False,True,2,src/test/java/org/owasp/webgoat/lessons/cryptography/EncodingAssignmentFsmProofTest.java,Fix platform-dependent charset in EncodingAssignment,"The checker correctly identifies that `getBytes()` defaults to the platform charset, but the reproducer passed because the test environment uses UTF-8, masking the environmental variance. Since the defect only manifests on non-UTF-8 JVMs and cannot be reliably triggered in a standard test harness wi"
Major,FB.DMI_RANDOM_USED_ONLY_ONCE,org/owasp/webgoat/lessons/cryptography/EncodingAssignment.java,37.0,EncodingAssignment,exact,unprovable,unprovable,unprovable,False,False,2,src/test/java/org/owasp/webgoat/lessons/cryptography/EncodingAssignmentFsmProofTest.java,Fix DMI_RANDOM_USED_ONLY_ONCE in EncodingAssignment,"The checker correctly identifies that `new Random()` is instantiated and consumed immediately on line 37, which can yield predictable sequences if called rapidly due to time-based seeding. However, this is a structural code smell rather than a functional defect that can be deterministically reproduc"
Minor,FB.PREDICTABLE_RANDOM,org/owasp/webgoat/lessons/cryptography/EncodingAssignment.java,37.0,EncodingAssignment,exact,by_design,by_design,by-design,False,False,3,src/test/java/org/owasp/webgoat/lessons/cryptography/EncodingAssignmentFsmProofTest.java,Fix predictable random number generation in EncodingAssignment,"The marker correctly identifies that `java.util.Random` is instantiated inline to index into `HashingAssignment.SECRETS`, which lacks cryptographic strength. However, this code resides in `WebGoat`, a deliberately vulnerable training application, specifically within the `cryptography` lesson package"
Minor,PROC_USE.VULNERABLE,org/owasp/webgoat/lessons/cryptography/EncodingAssignment.java,54.0,EncodingAssignment,exact,false_positive,false_positive,false-positive,False,False,2,src/test/java/org/owasp/webgoat/lessons/cryptography/EncodingAssignmentFsmProofTest.java,PROC_USE.VULNERABLE at EncodingAssignment.java:54,"The marker claims a process is launched from externally-controlled data, but the completed() method contains zero process execution APIs such as Runtime.exec() or ProcessBuilder. The code strictly applies null guards to basicAuth, answer_user, and answer_pwd, then performs a pure string equality che"
Minor,FB.MS_PKGPROTECT,org/owasp/webgoat/lessons/cryptography/HashingAssignment.java,28.0,HashingAssignment,no-method,unprovable,unprovable,unprovable,False,False,1,src/test/java/org/owasp/webgoat/lessons/cryptography/HashingAssignmentFsmProofTest.java,Fix visibility of mutable static SECRETS array,"The marker flags public static final String[] SECRETS at line 28 as overly visible, but this is an encapsulation preference rather than a runtime defect. The array reference is final, and its contents are only read internally within HashingAssignment via SECRETS.length and index access in getMd5 and"
Major,FB.DMI_RANDOM_USED_ONLY_ONCE,org/owasp/webgoat/lessons/cryptography/HashingAssignment.java,37.0,HashingAssignment,exact,unprovable,unprovable,unprovable,False,False,2,src/test/java/org/owasp/webgoat/lessons/cryptography/HashingAssignmentFsmProofTest.java,Fix FB.DMI_RANDOM_USED_ONLY_ONCE by using ThreadLocalRandom,"The marker correctly flags that new Random() is instantiated and consumed immediately on line 37, which theoretically risks predictable outputs under rapid concurrent calls. However, the surrounding if (md5Hash == null) guard caches the result per user session via request.getSession().setAttribute()"
Minor,FB.PREDICTABLE_RANDOM,org/owasp/webgoat/lessons/cryptography/HashingAssignment.java,37.0,HashingAssignment,exact,by_design,by_design,by-design,False,False,2,src/test/java/org/owasp/webgoat/lessons/cryptography/HashingAssignmentFsmProofTest.java,Fix predictable random number generation in HashingAssignment,"The marker correctly flags that `new Random().nextInt(SECRETS.length)` uses a non-cryptographic RNG, which is indeed predictable. However, WebGoat is an intentionally vulnerable training platform, and this `HashingAssignment` lesson is designed to teach students how to attack weak hashing implementa"
Minor,FB.DM_DEFAULT_ENCODING,org/owasp/webgoat/lessons/cryptography/HashingAssignment.java,40.0,HashingAssignment,exact,reproduced,fix_failed,true-positive-unfixed,True,False,1,src/test/java/org/owasp/webgoat/lessons/cryptography/HashingAssignmentFsmProofTest.java,Fix charset dependency in HashingAssignment.getHash,"CONFIRMED as a real defect, but UNFIXED. JUnit test `src/test/java/org/owasp/webgoat/lessons/cryptography/HashingAssignmentFsmProofTest.java` on JDK 25 fails on the unpatched code, which demonstrates the marker holds. No source-only fix could be produced that made it pass, so this marker needs a hum"
Major,FB.DMI_RANDOM_USED_ONLY_ONCE,org/owasp/webgoat/lessons/cryptography/HashingAssignment.java,55.0,HashingAssignment,exact,unprovable,unprovable,unprovable,False,False,2,src/test/java/org/owasp/webgoat/lessons/cryptography/HashingAssignmentFsmProofTest.java,Fix predictable random secret generation in HashingAssignment,"The checker correctly flags that new Random() is instantiated and consumed immediately on line 55, which can yield predictable seeds under rapid invocation. However, this is a static code smell rather than a functional defect; the method still correctly selects a secret, computes its SHA-256 hash, a"
Minor,FB.PREDICTABLE_RANDOM,org/owasp/webgoat/lessons/cryptography/HashingAssignment.java,55.0,HashingAssignment,exact,by_design,by_design,by-design,False,False,2,src/test/java/org/owasp/webgoat/lessons/cryptography/HashingAssignmentFsmProofTest.java,Replace java.util.Random with SecureRandom in HashingAssignment,"The marker correctly identifies that java.util.Random is used to index into the SECRETS array, but this is an intentional design choice for an educational exercise. WebGoat is a deliberately vulnerable training application, and this specific lesson aims to teach students how to crack weak hashes by "
Minor,FB.DM_DEFAULT_ENCODING,org/owasp/webgoat/lessons/cryptography/HashingAssignment.java,85.0,HashingAssignment,exact,by_design,by_design,by-design,False,True,2,src/test/java/org/owasp/webgoat/lessons/cryptography/HashingAssignmentFsmProofTest.java,Fix charset encoding in HashingAssignment.getHash,"The checker correctly identifies that secret.getBytes() at line 85 omits an explicit charset, causing the JVM to fall back to the platform default encoding. This would indeed produce divergent hash outputs for non-ASCII input across different runtime environments. However, this code resides in WebGo"
Major,DEREF_OF_NULL.RET.STAT,org/owasp/webgoat/lessons/cryptography/SigningAssignment.java,60.0,SigningAssignment,exact,verified,pr_ready,true-positive,True,True,1,src/test/java/org/owasp/webgoat/lessons/cryptography/SigningAssignmentFsmProofTest.java,Fix NPE in SigningAssignment when keyPair session attribute is missing,"CONFIRMED, and fixed. JUnit test `src/test/java/org/owasp/webgoat/lessons/cryptography/SigningAssignmentFsmProofTest.java` on JDK 25 fails on the unpatched code and passes after the recorded change, so the marker describes a real defect and the fix addresses it. Root cause: The code dereferences key"
Minor,FB.EI_EXPOSE_REP2,org/owasp/webgoat/lessons/csrf/CSRFConfirmFlag1.java,26.0,CSRFConfirmFlag1,exact,false_positive,false_positive,false-positive,False,False,2,src/test/java/org/owasp/webgoat/lessons/csrf/CSRFConfirmFlag1FsmProofTest.java,Suppress FB.EI_EXPOSE_REP2 warning for injected LessonSession,"The FB.EI_EXPOSE_REP2 warning at line 26 incorrectly treats the constructor assignment this.userSessionData = userSessionData as an encapsulation risk from an arbitrary caller. In this Spring-based lesson, LessonSession is a framework-managed, session-scoped context object injected by the container,"
Minor,FB.EI_EXPOSE_REP2,org/owasp/webgoat/lessons/csrf/CSRFFeedback.java,37.0,CSRFFeedback,exact,false_positive,false_positive,false-positive,False,False,2,src/test/java/org/owasp/webgoat/lessons/csrf/CSRFFeedbackFsmProofTest.java,Fix mutable ObjectMapper exposure and thread-safety issue,"The marker warns that storing userSessionData and objectMapper directly allows an external caller to mutate them, but this constructor is exclusively invoked by the Spring dependency-injection container, which acts as a trusted upstream caller. The class encapsulates these fields with no public gett"
Minor,FB.EI_EXPOSE_REP2,org/owasp/webgoat/lessons/csrf/CSRFFeedback.java,38.0,CSRFFeedback,exact,false_positive,false_positive,false-positive,False,False,2,src/test/java/org/owasp/webgoat/lessons/csrf/CSRFFeedbackFsmProofTest.java,Fix EI_EXPOSE_REP2 by copying ObjectMapper in constructor,"The marker flags direct storage of the mutable ObjectMapper instance, but this is a false positive given the architectural context. The ObjectMapper is a Spring-managed singleton injected via constructor, and defensive copying would violate the DI contract while incurring unacceptable performance ov"
Minor,FB.DM_DEFAULT_ENCODING,org/owasp/webgoat/lessons/csrf/CSRFFeedback.java,53.0,CSRFFeedback,exact,reproduced,fix_failed,true-positive-unfixed,True,False,2,src/test/java/org/owasp/webgoat/lessons/csrf/CSRFFeedbackFsmProofTest.java,Fix platform default charset dependency in CSRFFeedback,"CONFIRMED as a real defect, but UNFIXED. JUnit test `src/test/java/org/owasp/webgoat/lessons/csrf/CSRFFeedbackFsmProofTest.java` on JDK 25 fails on the unpatched code, which demonstrates the marker holds. No source-only fix could be produced that made it pass, so this marker needs a human to write t"
Minor,FB.PREDICTABLE_RANDOM,org/owasp/webgoat/lessons/csrf/CSRFGetFlag.java,39.0,CSRFGetFlag,exact,reproduced,fix_failed,true-positive-unfixed,True,False,2,src/test/java/org/owasp/webgoat/lessons/csrf/CSRFGetFlagFsmProofTest.java,Fix predictable random number generation in CSRFGetFlag,"CONFIRMED as a real defect, but UNFIXED. JUnit test `src/test/java/org/owasp/webgoat/lessons/csrf/CSRFGetFlagFsmProofTest.java` on JDK 25 fails on the unpatched code, which demonstrates the marker holds. No source-only fix could be produced that made it pass, so this marker needs a human to write th"
Major,FB.DMI_RANDOM_USED_ONLY_ONCE,org/owasp/webgoat/lessons/csrf/CSRFGetFlag.java,40.0,CSRFGetFlag,exact,unprovable,unprovable,unprovable,False,False,2,src/test/java/org/owasp/webgoat/lessons/csrf/CSRFGetFlagFsmProofTest.java,Fix predictable random flag generation in CSRFGetFlag,"The marker correctly identifies that `new Random()` is instantiated and immediately consumed via `nextInt(65536)` in each branch of `invoke()`. However, this is a code-quality heuristic rather than a functional or security defect. Because the method handles discrete HTTP requests rather than a tight"
Minor,FB.PREDICTABLE_RANDOM,org/owasp/webgoat/lessons/csrf/CSRFGetFlag.java,45.0,CSRFGetFlag,exact,by_design,by_design,by-design,False,False,2,src/test/java/org/owasp/webgoat/lessons/csrf/CSRFGetFlagFsmProofTest.java,Fix predictable random number generation in CSRFGetFlag,"This marker flags java.util.Random at line 45, but WebGoat is a deliberately vulnerable training platform where cryptographic strength is intentionally omitted for pedagogical clarity. The invoke method generates a simple numeric flag solely to verify that a CSRF attack successfully bypassed the ref"
Minor,FB.PREDICTABLE_RANDOM,org/owasp/webgoat/lessons/csrf/CSRFGetFlag.java,56.0,CSRFGetFlag,exact,false_positive,false_positive,false-positive,False,False,2,src/test/java/org/owasp/webgoat/lessons/csrf/CSRFGetFlagFsmProofTest.java,Fix predictable random number generation in CSRFGetFlag,"The checker claims a cryptographically secure RNG is required, but the code at line 56 merely generates a simple lesson flag to confirm a CSRF attack succeeded. The value is stored in userSessionData and immediately echoed back to the client in the same HTTP response, meaning it never protects sensi"
Normal,SIMILAR_BRANCHES.CATCH,org/owasp/webgoat/lessons/deserialization/InsecureDeserializationTask.java,53.0,InsecureDeserializationTask,exact,by_design,by_design,by-design,False,False,2,src/test/java/org/owasp/webgoat/lessons/deserialization/InsecureDeserializationTaskFsmProofTest.java,Fix incorrect feedback message in generic exception handler,"The marker correctly identifies that the catch blocks for InvalidClassException and the general Exception both return failed(this).feedback(""insecure-deserialization.invalidversion"").build(). In WebGoat's pedagogical context, this duplication is intentional: it consolidates multiple low-level Java s"
Minor,FB.EI_EXPOSE_REP2,org/owasp/webgoat/lessons/hijacksession/HijackSessionAssignment.java,44.0,HijackSessionAssignment,exact,false_positive,false_positive,false-positive,False,False,2,src/test/java/org/owasp/webgoat/lessons/hijacksession/HijackSessionAssignmentFsmProofTest.java,FB.EI_EXPOSE_REP2 at HijackSessionAssignment.java:44,"The marker claims that a constructor or setter stores an externally supplied mutable object without defensive copying, but this is standard Spring constructor injection for a managed service bean (`HijackSessionAuthenticationProvider`). Spring's dependency injection framework guarantees the lifecycl"
Major,TAINTED_PTR.COOKIE,org/owasp/webgoat/lessons/hijacksession/HijackSessionAssignment.java,56.0,HijackSessionAssignment,exact,verified,pr_rejected,true-positive,True,True,1,src/test/java/org/owasp/webgoat/lessons/hijacksession/HijackSessionAssignmentFsmProofTest.java,PR rejected,"CONFIRMED by execution — JUnit test `src/test/java/org/owasp/webgoat/lessons/hijacksession/HijackSessionAssignmentFsmProofTest.java` on JDK 25 goes red before the change and green after — but NOT proposed upstream. WebGoat is an intentionally vulnerable training application, and this lesson specific"
Major,FB.DMI_RANDOM_USED_ONLY_ONCE,org/owasp/webgoat/lessons/hijacksession/cas/HijackSessionAuthenticationProvider.java,29.0,HijackSessionAuthenticationProvider,no-method,verified,needs_review,needs-review,True,True,1,src/test/java/org/owasp/webgoat/lessons/hijacksession/cas/HijackSessionAuthenticationProviderFsmProofTest.java,Fix predictable sequential session IDs in HijackSessionAuthenticationProvider,"CONFIRMED by execution, but the RESULT IS NOT TRUSTWORTHY AS IT STANDS and a human must look before anything is proposed. JUnit test `src/test/java/org/owasp/webgoat/lessons/hijacksession/cas/HijackSessionAuthenticationProviderFsmProofTest.java` on JDK 25 flipped red to green, however: ⚠ THE TEST DO"
Minor,FB.PREDICTABLE_RANDOM,org/owasp/webgoat/lessons/hijacksession/cas/HijackSessionAuthenticationProvider.java,29.0,HijackSessionAuthenticationProvider,no-method,verified,needs_review,needs-review,True,True,1,src/test/java/org/owasp/webgoat/lessons/hijacksession/cas/HijackSessionAuthenticationProviderFsmProofTest.java,Fix predictable session ID generation by using SecureRandom,"CONFIRMED by execution, but the RESULT IS NOT TRUSTWORTHY AS IT STANDS and a human must look before anything is proposed. JUnit test `src/test/java/org/owasp/webgoat/lessons/hijacksession/cas/HijackSessionAuthenticationProviderFsmProofTest.java` on JDK 25 flipped red to green, however: ⚠ THE TEST DO"
